project_id,canonical_project_code,canonical_project_name,canonical_agency,canonical_state,canonical_sector,first_report_date,last_report_date,observation_count,identity_confidence
PRJ_NAME_83be953b7310deef,,"DHULE-PIMPALGAON, KM.380-KM.265, NH-3 (MAHARASHTRA)",,,ROAD TRANSPORT & HIGHWAYS,2005-11,2009-08,42,PROVISIONAL
PRJ_NAME_83c86ef936893030,,NEW URANIUM ORE PROCESSING MILL,,,ATOMIC ENERGY,2003-11,2009-02,62,PROVISIONAL
PRJ_NAME_854601006b1bfa96,,"AYODHYA-LUCKNOW,",,,ROAD TRANSPORT & HIGHWAYS,2005-09,2005-09,1,PROVISIONAL
PRJ_NAME_859c75edfdd68b9e,,BARBIGHA- SHEIKHPURA-NEORA-,,,RAILWAYS,2005-03,2008-07,3,PROVISIONAL
PRJ_NAME_85caedccc1ec91d7,,KISHANGANGA HYDRO ELECTRIC PROJECT,,,POWER,2007-08,2009-08,23,PROVISIONAL
PRJ_NAME_860b622c9f25e17e,,BIHARSHARIFF- BARBIGHA,,,RAILWAYS,2004-09,2009-08,55,PROVISIONAL
PRJ_NAME_868f7abe7b18869a,,HARIHAR-,,,ROAD TRANSPORT & HIGHWAYS,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_86be163e00974078,,"JHANSI-SIVPURI, KM.50- KM.15, NH-25 (M.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-02,2008-10,31,PROVISIONAL
PRJ_NAME_87376b6c9b11ff2f,,ATUL-KAIJALI (GQ) KMS.343-KMS.381.6 (NH-8),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-12,19,PROVISIONAL
PRJ_NAME_8744504c4c933f39,,DEEPENING & WIDENING OF MAIN HARBOUR (MAHARASHTRA),,,SHIPPING & PORTS,2006-02,2009-08,37,PROVISIONAL
PRJ_NAME_8749b3c26f418fe8,,"BARH STPP, 3x660 MW",,,POWER,2005-08,2009-08,47,PROVISIONAL
PRJ_NAME_877d066dd156c7bb,,KATPADI-PAKALA-,,,RAILWAYS,2006-09,2006-09,1,PROVISIONAL
PRJ_NAME_877ee55b1011d3b2,,REFINERY EXPANSION,,,PETROLEUM,2002-11,2002-11,1,PROVISIONAL
PRJ_NAME_87ca3e5a45972156,,UNIFIED LOAD DESPATCH & COMMUNICATION SCHEME W R (PR.GRID),,,POWER,2001-04,2005-07,48,PROVISIONAL
PRJ_NAME_87ef4c2600a995c2,,TALCHER-II,,,POWER,2003-02,2003-02,1,PROVISIONAL
PRJ_NAME_888dd227aee3c5f3,,KUMARGHAT-,,,RAILWAYS,2007-12,2007-12,1,PROVISIONAL
PRJ_NAME_88bb695ace126bfc,,BAGAHA-CHITAUNI,,,RAILWAYS,2002-03,2002-03,1,PROVISIONAL
PRJ_NAME_88e199e6518abeff,,CHAMERA HYDRO ELECTRIC PROJECT STAGE-III 231 MW,,,POWER,2005-08,2009-08,44,PROVISIONAL
PRJ_NAME_89388044b4007d2d,,"DELHI METRO RAPID TRANSIT SYSTEM, PHASE-II",,,URBAN DEVELOPMENT,2006-05,2009-08,37,PROVISIONAL
PRJ_NAME_8a2e4b7437e2483b,,KUNADANKULAM-APP,,,POWER,2007-01,2008-04,3,PROVISIONAL
PRJ_NAME_8a468889b5be6da7,,"RAJMARG CHORAHA- LAKHNANDON, KM.297-KM.351, NH-26 (M.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2009-08,34,PROVISIONAL
PRJ_NAME_8a68a1a21dc6cef3,,KOLHAPUR-MAPUSA 400 KV LINE (P.GRID),P.GRID,,POWER,2001-05,2003-01,21,PROVISIONAL
PRJ_NAME_8ab7e877d64c6511,,TRICHY-KARUR (TAMIL NADU),,,ROAD TRANSPORT & HIGHWAYS,2007-10,2009-08,21,PROVISIONAL
PRJ_NAME_8ac3e7005e6cb756,,DEHRI-ON SONE- MUGHALSARAI III LINE DOUBL.(ER),ER,,RAILWAYS,2001-04,2002-12,21,PROVISIONAL
PRJ_NAME_8ac92ad77412784d,,ADDITIONAL DEVELOPMENT OF BASIN FIELD AND 2nd STAGE BOOSTER,,,PETROLEUM,2005-09,2008-02,30,PROVISIONAL
PRJ_NAME_8ade04165f20b81b,,"PARADIP PORT, KM.77,",,,ROAD TRANSPORT & HIGHWAYS,2008-02,2008-02,1,PROVISIONAL
PRJ_NAME_8ae3819b3f43f81d,,"AGRA-BYPASS, KM/176.8-KM.13.03, NH- 3 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2007-10,2009-08,21,PROVISIONAL
PRJ_NAME_8b12c1c1d145c92c,,GSM equipment of 900K lines(2G) & 300K Lines (3G)-Phase-V,,,SHIPPING & PORTS,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_8b338a8753cc9bb3,,KHAGARIA-KUSHESHWAR ASTHAN,,,RAILWAYS,2002-06,2009-08,82,PROVISIONAL
PRJ_NAME_8b5d7350d4128d9a,,Kalghat-M.P./Maharashtra Border; km 16.60-km 84.70,,,ROAD TRANSPORT & HIGHWAYS,2009-05,2009-08,4,PROVISIONAL
PRJ_NAME_8b7c55b6bedb7dc4,,"BALASORE-BHADRAK,",,,ROAD TRANSPORT & HIGHWAYS,2004-07,2008-03,2,PROVISIONAL
PRJ_NAME_8b8104a26e4c6712,,"KRISHNAGIRI- THOPURGHAT, KM.94- KM.156, NH-7 (TAMIL NADU)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2008-12,29,PROVISIONAL
PRJ_NAME_8bba8d4bda325fe0,,"HARIHAR-CHITRADURGA,",,,ROAD TRANSPORT & HIGHWAYS,2004-01,2004-09,2,PROVISIONAL
PRJ_NAME_8bca5386ed39cf83,,CMTS(Ph-IV) (BSNL)(U.P EAST),,,SHIPPING & PORTS,2005-07,2006-12,18,PROVISIONAL
PRJ_NAME_8bd10b08124a4095,,Acquisition of 4 No. of Anchor Handling cum Supply vessels,,,SHIPPING & PORTS,2008-04,2009-08,15,PROVISIONAL
PRJ_NAME_8be7ca9862134d65,,"GANJAM- ICCHAPURAM, KM.233- KM.284, NH-5 (ORISSA)",,,ROAD TRANSPORT & HIGHWAYS,2006-07,2009-08,35,PROVISIONAL
PRJ_NAME_8c0f3b2b8d077eba,,SIKANDARA-BHAUNTI,,,ROAD TRANSPORT & HIGHWAYS,2006-01,2006-01,1,PROVISIONAL
PRJ_NAME_8c4807fb2b5d1b61,,KAPTANGANJ-THAWE- SIWAN-CHHAPRA,,,RAILWAYS,2002-06,2009-08,82,PROVISIONAL
PRJ_NAME_8c97fd376f152558,,PARBATI HYDRO ELECTRIC PROJECT STAGE -III 4x130 MW,,,POWER,2005-10,2009-08,44,PROVISIONAL
PRJ_NAME_8cbf7fe2db2e06c4,,"MEHSI-KOTWA, KM.480- KM.440, NH-28 (BIHAR)",,,ROAD TRANSPORT & HIGHWAYS,2005-07,2009-08,45,PROVISIONAL
PRJ_NAME_8d5169fd0f0c988d,,KAHALGAON- BIHARSHARIFF 400KV D/C LINE-II (P.GRID),P.GRID,,POWER,2002-03,2005-01,33,PROVISIONAL
PRJ_NAME_8dcd08dfd81e91ba,,"COCHIN PORT, KM.10, NH-47 (KERALA)",,,ROAD TRANSPORT & HIGHWAYS,2004-07,2009-08,58,PROVISIONAL
PRJ_NAME_8ec9e4eb609a5b16,,"KARNATAKA CMTS, PHASE-IV",,,SHIPPING & PORTS,2005-02,2008-08,40,PROVISIONAL
PRJ_NAME_8edaef546339944b,,LAXMANNATH- BALESHWAR (GQ) KM.0- KM.53.41 (NH-60),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2007-04,58,PROVISIONAL
PRJ_NAME_8f444601f7e2ea9a,,CHILKAURIPET-ONGOLE (GQ) KM.357.9-KM.291 (NH- 5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2006-02,43,PROVISIONAL
PRJ_NAME_8f703f89e0d3fc2a,,ELECTRIFICATION OF ERNAKULAM- TRIVANDRUM (RE),,,RAILWAYS,2003-07,2007-04,44,PROVISIONAL
PRJ_NAME_8fbead6cccabc68f,,DIESEL HYDROGEN,,,PETROLEUM,2006-07,2008-08,2,PROVISIONAL
PRJ_NAME_900650a7b2bd003f,,"KASIA-GORAKHPUR, KM.319.8-KM.279.8, NH- 28 (UTTAR PRADESH)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2009-08,36,PROVISIONAL
PRJ_NAME_9015454fd232725b,,DHARMATUL-,,,ROAD TRANSPORT & HIGHWAYS,2008-03,2008-03,1,PROVISIONAL
PRJ_NAME_905efac7638be0ee,,MANAGED LEASED LINE NETWORK (BSNL),,,SHIPPING & PORTS,2004-10,2005-02,5,PROVISIONAL
PRJ_NAME_90b2b2ef29b817d7,,"HUBLI-HAVERI KM.404- KM.340, NH-4 (KARNATAKA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2008-02,67,PROVISIONAL
PRJ_NAME_90eb6ab696ec8603,,SRIKAKULAM- CHAMPAWATI (GQ) KM.97-KM.49 (NH-5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-03,33,PROVISIONAL
PRJ_NAME_90f214685da7d6ef,,TAHANJAVUR- VILLUPURAM,,,RAILWAYS,2001-10,2009-08,91,PROVISIONAL
PRJ_NAME_9124e743c95fcdfd,,"THANJAVUR-TRICHY, KM.80-KM.135.75, NH-67 (T.N.)",,,ROAD TRANSPORT & HIGHWAYS,2006-07,2009-08,35,PROVISIONAL
PRJ_NAME_916a3fc6fc9acfc9,,CMTS(Ph-IV) GSM BASED NETWORK EXPANSION Ph- IV (BSNL)(Haryana,,,SHIPPING & PORTS,2005-07,2007-04,22,PROVISIONAL
PRJ_NAME_917777df2cc7227f,,PALASA-SRIKAKULAM (GQ) KM.171-KM.97 (NH-5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-05,35,PROVISIONAL
PRJ_NAME_917de3dfd3a3130f,,MANGALWR-UDAIPUR (GQ) KM.172-KM.113.825 (NH-76),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-02,32,PROVISIONAL
PRJ_NAME_91c2d91b6eb712e7,,KADUR-CHIKMAGLUR- SAKLESHPUR,,,RAILWAYS,2001-04,2009-08,95,PROVISIONAL
PRJ_NAME_91edd123df3b9752,,"GARAMORE-BAMANBORE, KM.254-KM.182.60, NH-8A (GUJARAT)",,,ROAD TRANSPORT & HIGHWAYS,2005-07,2009-06,45,PROVISIONAL
PRJ_NAME_923f964980cd0345,,"RJ/MP BORDER-KOTA,",,,ROAD TRANSPORT & HIGHWAYS,2006-02,2006-02,1,PROVISIONAL
PRJ_NAME_9246badd0b341e45,,RIVER REGULATORY MEASURE FOR THE IMPRT. OF DROUGHT IN HOGLY,,,SHIPPING & PORTS,2002-03,2006-05,47,PROVISIONAL
PRJ_NAME_925c5f5a7937f293,,"CHITTORGARH BYPASS, KM.253- KM.213, NH-76 (RAJASTHAN)",,,ROAD TRANSPORT & HIGHWAYS,2006-11,2008-11,24,PROVISIONAL
PRJ_NAME_927ba73e49547dac,,EASTERN REGION,,,POWER,2007-10,2008-04,2,PROVISIONAL
PRJ_NAME_9299073eb40021d8,,"GSM NETWORK EXPANSION, PH-IV",,,SHIPPING & PORTS,2008-03,2008-03,1,PROVISIONAL
PRJ_NAME_9344584f9edfeb48,,GODHRA-INDORE-DEWAS-,,,RAILWAYS,2003-08,2007-05,3,PROVISIONAL
PRJ_NAME_936a972c38503df1,,Expansion of 750 K Existing GSM N/W (Mumbai),,,SHIPPING & PORTS,2007-12,2009-08,18,PROVISIONAL
PRJ_NAME_93918f8f9d2d8766,,RAJMARG CHORAHA-,,,ROAD TRANSPORT & HIGHWAYS,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_94200e840d34aac7,,Andhra Pradesh teleciom Circle Phase-IV GSM,,,SHIPPING & PORTS,2009-05,2009-08,4,PROVISIONAL
PRJ_NAME_948f0338c1455029,,"GSM equipment of 216650 Lines(2G), Phase-V.1",,,SHIPPING & PORTS,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_94aa47edacafbdc0,,"THRISSUR-ANGAMALI, KM.270.00-KM.316.70, NH-47 (KERALA)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_950848568324681e,,SY. STR. IN SOUTH-,,,POWER,2008-12,2008-12,1,PROVISIONAL
PRJ_NAME_950b20ac08bbb99a,,PORT FACILITIES FOR,,,SHIPPING & PORTS,2001-06,2001-06,1,PROVISIONAL
PRJ_NAME_952239ada8660c80,,"ARSIKERE-HASSAN- MANGALORE(GC),SWR",,,RAILWAYS,2001-04,2006-04,59,PROVISIONAL
PRJ_NAME_95239e307b9972c8,,"MAILBANG-LUNDING, KM.40.000-KM.60.500, NH-54 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-03,2009-08,39,PROVISIONAL
PRJ_NAME_9534083e650b37be,,"TUTICORIN PORT, KM.47.2, NH-7A (T.N.)",,,ROAD TRANSPORT & HIGHWAYS,2004-07,2008-07,47,PROVISIONAL
PRJ_NAME_95479cda614fb9fa,,EXPANSION OF GSM NETWORK (MTNL) (Delhi),,,SHIPPING & PORTS,2005-01,2005-02,2,PROVISIONAL
PRJ_NAME_9589768b96002ace,,"Acquisition of 4 Nos. of 80,655 DWT Panamax Bulk carriers",,,SHIPPING & PORTS,2009-02,2009-08,6,PROVISIONAL
PRJ_NAME_958f5742195aba52,,"ESTABLISH OF VTS IN GULF, KUTCH",,,SHIPPING & PORTS,2003-07,2009-08,67,PROVISIONAL
PRJ_NAME_95eb12d52712e7d1,,"DHDT & M.S.Q PROJECT,",,,PETROLEUM,2001-12,2001-12,1,PROVISIONAL
PRJ_NAME_968369771d8c1ff9,,"ACQN.OF 4-110,000 DWT",,,SHIPPING & PORTS,2003-09,2003-09,1,PROVISIONAL
PRJ_NAME_968d5ac83da3a1c5,,SRINAGAR BYPASS (KM 286 - KM 303.8) (NS-,,,ROAD TRANSPORT & HIGHWAYS,2004-05,2004-05,1,PROVISIONAL
PRJ_NAME_96a902a65a6d10ed,,"MAILBANG-LUNDING,",,,ROAD TRANSPORT & HIGHWAYS,2008-06,2008-07,2,PROVISIONAL
PRJ_NAME_96e0c43479d28099,,"LAKHNADON- MP/MAHARSHTRA BORDER, KM.596.75-",,,ROAD TRANSPORT & HIGHWAYS,2008-03,2008-04,2,PROVISIONAL
PRJ_NAME_96eb8e117e1f446e,,GORAKHPUR-,,,ROAD TRANSPORT & HIGHWAYS,2008-08,2008-08,1,PROVISIONAL
PRJ_NAME_97175a0bf58860dd,,BANGALORE- NEELAMANGALA (KARNATKA),,,ROAD TRANSPORT & HIGHWAYS,2007-10,2009-08,20,PROVISIONAL
PRJ_NAME_972caad8f7522289,,JAYANAGAR- DARBHANGA-,,,RAILWAYS,2003-09,2005-09,3,PROVISIONAL
PRJ_NAME_9771bd8dbb003ff2,,"DARBHANGA- MUZAFFARPUR, KM.70-",,,ROAD TRANSPORT & HIGHWAYS,2006-09,2006-09,1,PROVISIONAL
PRJ_NAME_9781de6b935a53c8,,"CHITRADURGA-SIRA, KM.189-KM.122.3, NH-4 (KARNATAKA)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2008-04,68,PROVISIONAL
PRJ_NAME_9785a70d227b0561,,"ORAI-JHANSI, KM.220- KM.170, N H-25 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2005-11,2009-08,43,PROVISIONAL
PRJ_NAME_97b6f7489a4660c4,,AGRA-ETAWAH NEW LINE via BAD,,,RAILWAYS,2001-04,2009-08,95,PROVISIONAL
PRJ_NAME_97ed5e02577c1519,,TEESTA LOW DAM HYDRO ELECTRIC PROJECT STAGE-IV 4x40 MW,,,POWER,2005-09,2009-08,46,PROVISIONAL
PRJ_NAME_97eebbdb1660a78f,,"GUWAHATI-NALBARI, KM.1121-KM.1093, NH- 31 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_9881a1e8180bc88c,,TEESTA HYDRO ELECTRIC PROJECT STAGE-V 3x170 MW,,,POWER,2001-04,2008-02,80,PROVISIONAL
PRJ_NAME_98849f27897d2b4a,,C/o Impounded Dock at Tuna for handelling Draft Vessal,,,SHIPPING & PORTS,2009-05,2009-08,4,PROVISIONAL
PRJ_NAME_98c9ef8adf26500e,,"GORAKHPUR-AYODHYA,",,,ROAD TRANSPORT & HIGHWAYS,2006-01,2006-01,1,PROVISIONAL
PRJ_NAME_98df68b03362bd89,,"LALITPUR-SAGAR (2), KM.132-KM.187, NH-26 (M.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2009-08,37,PROVISIONAL
PRJ_NAME_994deea3959e14e8,,HEERA AND SOUTH HEERA REDEVELOPMENT PROJECT,,,PETROLEUM,2007-02,2009-08,29,PROVISIONAL
PRJ_NAME_995bb7b719463b4f,,CHILKAURIPET-ONGOLE,,,ROAD TRANSPORT & HIGHWAYS,2003-06,2003-06,1,PROVISIONAL
PRJ_NAME_99ac0caed5715cf9,,KADLOOR YELLAREDDY-,,,ROAD TRANSPORT & HIGHWAYS,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_99c1652b0f44b785,,ULDCS FOR EASTERN REGION (P.GRID),P.GRID,,POWER,2001-04,2005-07,51,PROVISIONAL
PRJ_NAME_99e2a17559a9ec70,,AP/ KARNATAKA BORDER NANDI HILL,,,ROAD TRANSPORT & HIGHWAYS,2008-11,2009-06,2,PROVISIONAL
PRJ_NAME_99ed80daa00812c1,,PROPYLENE RECOVERY UNIT AT,,,PETROLEUM,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_99fb4140f9933629,,GUNTUR - GUNTAKAL &,,,RAILWAYS,2001-09,2001-09,1,PROVISIONAL
PRJ_NAME_9b0751fa2ab6c0d9,,"GSM NETWORK EXPANSION, PH-IV, CHENNAI TELECOM DISTT. (T.N.)",,,SHIPPING & PORTS,2005-07,2008-12,40,PROVISIONAL
PRJ_NAME_9b17f2fa6a6708d7,,MUZAFFARPUR-,,,RAILWAYS,2002-02,2002-02,1,PROVISIONAL
PRJ_NAME_9be8720d353d41ce,,KAVALI-NELLORE (GQ) KM.222-KM.178 (NH-5),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-03,33,PROVISIONAL
PRJ_NAME_9c2df3d66c86be2f,,MAHAPURA- KISHANGARH (GQ) KM. 273.5 - KM. 363 - 885 (NH-8),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-02,33,PROVISIONAL
PRJ_NAME_9c4eb4d2eb8f9719,,"BARA-ORAI, KM.449- KM.422 & KM.255- KM.220, NH -2 & 25, (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-12,2009-08,27,PROVISIONAL
PRJ_NAME_9c6326e2aae172a0,,SIPAT TRANSMISSION SYSTEM STAGE-I (3x660 MW) (2104 CKM),,,POWER,2004-07,2008-03,43,PROVISIONAL
PRJ_NAME_9c6f1b61c71c54ab,,ONGOLE-KAVALI (GQ) KM.291-KM.222,,,ROAD TRANSPORT & HIGHWAYS,2002-06,2005-08,38,PROVISIONAL
PRJ_NAME_9ca63bceadc4ea8b,,TARAPUR 3 & 4 TRANSMISSION SYSTEM (P.GRID),P.GRID,,POWER,2003-01,2005-07,28,PROVISIONAL
PRJ_NAME_9cb5a48aa13b6bd0,,ACQUISITION OF IND. LR-,,,SHIPPING & PORTS,2002-03,2002-03,1,PROVISIONAL
PRJ_NAME_9cf4b63998e32324,,GSM equipment of 1625K Lines(2G) & 325K lines in M.P. Ph-V.I,,,SHIPPING & PORTS,2009-02,2009-08,6,PROVISIONAL
PRJ_NAME_9d0e19b63480a819,,"KADAL-ARMUR, KM.278-KM.208, NH-7, (A.P.)",,,ROAD TRANSPORT & HIGHWAYS,2007-10,2009-08,21,PROVISIONAL
PRJ_NAME_9d319c981c377c3a,,SIDPUR-SANGANER PRODUCT PIPE LINE (IOCL),,,PETROLEUM,2003-04,2005-05,23,PROVISIONAL
PRJ_NAME_9d46629b18b18a13,,"MEERUT- MUZAFFARNAGAR, KM.52.25-KM.131.00, NH-58 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2005-11,2009-08,42,PROVISIONAL
PRJ_NAME_9d5d5f6c98658900,,AHMEDNAGAR-BEED- PARLI-VAIJNATH,,,RAILWAYS,2001-04,2009-08,96,PROVISIONAL
PRJ_NAME_9d9a1e808d287228,,D/o of terminal Bldg. and Pavement works at Chennai airport,,,ATOMIC ENERGY,2009-05,2009-08,4,PROVISIONAL
PRJ_NAME_9db3c71106b5453b,,PALWA-BHUTESWAR 3rd LINE,,,RAILWAYS,2009-02,2009-04,2,PROVISIONAL
PRJ_NAME_9dcbefefed4f1065,,Construction of New Internation Terminal Building,,,ATOMIC ENERGY,2007-04,2009-08,27,PROVISIONAL
PRJ_NAME_9e11168f591929a7,,"CATALYTIC DEWAXING UNIT,HALDIA(IOC)",IOC,,PETROLEUM,2001-04,2003-02,23,PROVISIONAL
PRJ_NAME_9e38a2910890836b,,KHAGARIA-KUSHESHWAR,,,RAILWAYS,2007-07,2007-07,1,PROVISIONAL
PRJ_NAME_9e87f00c0907160b,,CHENNAI BEACH- CHENGALPATTU-TRICHY GC (SR),SR,,RAILWAYS,2001-04,2001-12,9,PROVISIONAL
PRJ_NAME_9e91c42f6916f0aa,,HARANGAJO-,,,ROAD TRANSPORT & HIGHWAYS,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_9e983163d34f2c0f,,CALICUT-MANGALORE DOUBLING,,,RAILWAYS,2001-04,2009-08,94,PROVISIONAL
PRJ_NAME_9ed918c35fd1fb48,,KHURDA ROAD-BARANG 3rd LINE,,,RAILWAYS,2005-07,2009-08,46,PROVISIONAL
PRJ_NAME_9f96903f754912ec,,"VADODARA-BHARUCH PACKAGE BOT-I, KM.108.7-KM.192, NH-8 (GUJ.)",,,ROAD TRANSPORT & HIGHWAYS,2007-02,2009-08,28,PROVISIONAL
PRJ_NAME_9f9f5e2dfae35b56,,"VIVEKANANDA BRIDGE AND APPROACH (GQ), NH- 2",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2007-05,56,PROVISIONAL
PRJ_NAME_9fe3d735a93cc17a,,KAIJALI-MANOR (GQ) KM.381.6-KM.439 (NH-8),,,ROAD TRANSPORT & HIGHWAYS,2002-06,2003-10,16,PROVISIONAL
PRJ_NAME_a0207614cb0f6796,,BANKURA-DAMODAR,,,RAILWAYS,2004-03,2009-08,62,PROVISIONAL
PRJ_NAME_a06721bc2bcac4f5,,NATHPA JHAKRI TRANSMISSION SYSTEM (P.GRID),P.GRID,,POWER,2001-04,2001-05,2,PROVISIONAL
PRJ_NAME_a08949c95f5f94e4,,RAJKOT-VERAVAL SOMNATH SECTION MATERIAL TO WANSJALIYA,,,RAILWAYS,2001-04,2009-08,94,PROVISIONAL
PRJ_NAME_a08fd13d4cac7530,,REBUILDING OF COKE OVEN BATTERY No. 5 BOKARO (SAIL),,,STEEL,2005-01,2007-08,31,PROVISIONAL
PRJ_NAME_a0a27f4756cddaa6,,"DAKOBA-NAGAON,",,,ROAD TRANSPORT & HIGHWAYS,2008-10,2008-10,1,PROVISIONAL
PRJ_NAME_a0a5f3764ae5f253,,KAKATIYA LAONGWAL,,,COAL,2008-12,2009-08,5,PROVISIONAL
PRJ_NAME_a11be7294177730f,,UTRATIA- CHANDRAULI AND SULTANPUR- BANDHUAKALAN,,,RAILWAYS,2007-11,2008-08,10,PROVISIONAL
PRJ_NAME_a18d761e00f521bd,,"ACQN.OF 4-110,000 DWT CRUDE OIL CARRIERS FROM HYUNDAI",,,SHIPPING & PORTS,2001-04,2003-08,27,PROVISIONAL
PRJ_NAME_a1a8fc7d582e693a,,EXPANSION OF MINE- I(NLC),NLC,,COAL,2001-04,2003-02,23,PROVISIONAL
PRJ_NAME_a21ffd430f8ddb3e,,"GUWAHATI-NALBARI, KM.1093-KM.1065, NH- 31 (ASSAM)",,,ROAD TRANSPORT & HIGHWAYS,2006-06,2009-08,36,PROVISIONAL
PRJ_NAME_a24fb5bbfc13daac,,"GANGA BRIDGE- RAMDEVI CROSSING,",,,ROAD TRANSPORT & HIGHWAYS,2008-09,2008-09,1,PROVISIONAL
PRJ_NAME_a26483e1d60b0818,,CMTS - PHASE - IV (BSNL) (MAHARASTRA),,,SHIPPING & PORTS,2005-01,2005-11,10,PROVISIONAL
PRJ_NAME_a28726e807976d7c,,Est. of 400/220 KV GIS Pooling Station near Chamera-III HEP,,,POWER,2008-04,2009-08,15,PROVISIONAL
PRJ_NAME_a2a1f76949e76998,,"SASARAM-DEHRI-ON- SONE, KM.110-KM.140, NH- 2 (BIHAR)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2008-07,71,PROVISIONAL
PRJ_NAME_a2b6086beac12343,,"Hyderabad-Banglore Section, Km.251-293.4, NH-7 (A.P.)",,,ROAD TRANSPORT & HIGHWAYS,2007-03,2009-08,27,PROVISIONAL
PRJ_NAME_a2be9738e3d4a27d,,"NAGPUR-KONDHALI, KM.9.2- KM.50, NH-6",,,ROAD TRANSPORT & HIGHWAYS,2007-04,2007-04,1,PROVISIONAL
PRJ_NAME_a2c93160333fe647,,"BHARATPUR MAHUA,",,,ROAD TRANSPORT & HIGHWAYS,2007-11,2007-11,1,PROVISIONAL
PRJ_NAME_a2e64d8f10fd4c04,,"NANDHI HILLS- DEVANHALLI, KM.556-",,,ROAD TRANSPORT & HIGHWAYS,2007-02,2007-02,1,PROVISIONAL
PRJ_NAME_a334ff884276f650,,KATPADI-PAKALA- TIRUPATI(GC)ELECTRIFICAT. AS PART OF GC (SCR),SCR,,RAILWAYS,2006-07,2007-08,13,PROVISIONAL
PRJ_NAME_a335e78099c07d4e,,"TRICHY BYPASS- TUVARAMKURCHI, KM.61, NH-45B (TAMIL NADU)",,,ROAD TRANSPORT & HIGHWAYS,2006-05,2009-08,35,PROVISIONAL
PRJ_NAME_a3505da4cc974cda,,LPG PIPELINE FROM JAMNAGAR TO LONI(GAIL),,,PETROLEUM,2001-04,2001-05,2,PROVISIONAL
PRJ_NAME_a3708c647ee2202c,,HIMATNAGAR-CHILODA,,,ROAD TRANSPORT & HIGHWAYS,2004-12,2005-05,2,PROVISIONAL
PRJ_NAME_a3b710cb5e7fd128,,"GSM based Network, Phase-IV",,,SHIPPING & PORTS,2008-06,2009-08,13,PROVISIONAL
PRJ_NAME_a43d11042f25d1ae,,"KOTA-CHITTORGARH,",,,ROAD TRANSPORT & HIGHWAYS,2006-01,2006-01,1,PROVISIONAL
PRJ_NAME_a4440305c9693cee,,ERODE-ERNAKULAM(RE),,,RAILWAYS,2001-04,2002-03,12,PROVISIONAL
PRJ_NAME_a471cb9e66706d2c,,"VARANASI-MOHANIA, KM.317-KM.329, NH-2 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2002-06,2009-08,83,PROVISIONAL
PRJ_NAME_a47b713e90133792,,DHAULIGANGA H.E.P.-I (NHPC),NHPC,,POWER,2001-04,2005-09,53,PROVISIONAL
PRJ_NAME_a49edeb83d5de498,,DALLIRAJHARA- JAGDALPUR,,,RAILWAYS,2001-04,2009-08,97,PROVISIONAL
PRJ_NAME_a4a118c53f027fd8,,"GSM Equipment of 700K Lines (2G) & 150K Lines (3G), Phase-V.",,,SHIPPING & PORTS,2008-10,2009-08,9,PROVISIONAL
PRJ_NAME_a4e14b5259a449a3,,GONDIA-JABALPUR (SECR),SECR,,RAILWAYS,2001-04,2009-08,97,PROVISIONAL
PRJ_NAME_a4fbf3fa1cc461d8,,"ETAWAH BYPASS, KM.307.5- KM.321.1, NH-2 (U.P.)",,,ROAD TRANSPORT & HIGHWAYS,2006-02,2008-04,25,PROVISIONAL
